Title,Image,Nickname,Label,Keywords,Keywords1,Keywords2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Label10,accessibilityratingcaption,View,View11,Text,Text1,Text2,Text3,Text4
Perfect fit,https://r-ap.rtrcdn.com/reviewimages/d69/1562177-largeThumb.jpg,Rachel,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Vacation,2,"5' 4""",36,Bust size: ,34B,Body type: ,PETITE,120LBS,(5 out of 5 stars),"JULY 19, 2021",Loved it!  Extremely comfortable and light weight,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Breathable and comfortable,https://r-ap.rtrcdn.com/reviewimages/22d/1561799-largeThumb.jpg,Diana,TOP CONTRIBUTOR,Size worn: XSR,Overall fit: True to Size,Rented for: Vacation,0,"5' 3""",31,Bust size: ,34B,Body type: ,ATHLETIC,118LBS,(5 out of 5 stars),"JULY 18, 2021",This was perfect daytime sun dress to the wineries! ,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
"Gorgeous dress, great second trimester option ",https://r-ap.rtrcdn.com/reviewimages/a15/1552327-largeThumb.jpg,Lauren,TOP CONTRIBUTOR,Size worn: SR,Overall fit: Large,Rented for: Party,6,"5' 5""",33,Bust size: ,34B,Body type: ,ATHLETIC,,(5 out of 5 stars),"JUNE 24, 2021","Wore this dress to a daytime party at 26 weeks and felt so glamorous.  The photo does not do it justice -- I  thought the dress concealed my bump much more then in this photo, and it kept me cool on a warm day.  I plan to rent it again!",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Birthday backyard party,https://r-ap.rtrcdn.com/reviewimages/f3a/1546064-largeThumb.jpg,Toni,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Party,4,"5' 4""",40,Body type: ,STRAIGHT & NARROW,Weight: ,120120LBS,,(5 out of 5 stars),"JUNE 11, 2021","I wore this for my bday party at my sister's house. It was a hot day and this was a colorful, lightweight option. I would recommend it. ",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Light and Airy Dress,https://r-ap.rtrcdn.com/reviewimages/62b/1533842-largeThumb.jpg,C,TOP CONTRIBUTOR,Size worn: XSR,Overall fit: True to Size,Rented for: Vacation,6,"5' 1""",38,Bust size: ,36C,Body type: ,PETITE,140LBS,(5 out of 5 stars),"MAY 12, 2021","I was 31 weeks and wore this dress during my baby moon (I was, 5""1', 117 lbs before pregnancy). This dress is very light and airy (there is no lining) and perfect for a 90 degree climate. I wore it with flats but if I wore two inch heels, it wouldn't have dragged on the ground. The elastic shoulders are adjustable to wear on or off the shoulder. ",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Gorgeous print ,https://r-ap.rtrcdn.com/reviewimages/487/1530094-largeThumb.jpg,Garilee,TOP CONTRIBUTOR,Size worn: XLR,Overall fit: True to Size,Rented for: Everyday,12,"5' 8""",36,Bust size: ,36D,Body type: ,HOURGLASS,180LBS,(4 out of 5 stars),"MAY 2, 2021","This dress wasn't very flattering for my shape but still comfortable and easy to wear.  The print is so pretty and the material is slinky and moves nicely.  Wore to a pool party, would be great on vacation or for travel as it's super comfortable ",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Ole! Felt like a million dollars in this dress!,https://r-ap.rtrcdn.com/reviewimages/4ab/1521685-largeThumb.jpg,Gina,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Vacation,6,"5' 6""",49,Bust size: ,36B,Body type: ,ATHLETIC,135LBS,(5 out of 5 stars),"MARCH 30, 2021","This dress was so fun to wear on my vacation in Santa Barbara. Light, breezy and colorful. Not the most figure- enhancing dress but a good fit anyway. I should have bought it- maybe I still will. ",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Beautiful flows dress ,https://r-ap.rtrcdn.com/reviewimages/987/1483851-largeThumb.jpg,Ilona,TOP CONTRIBUTOR,Size worn: XLR,Rented for: Everyday,"Usually wears: 14Height: 5' 9""Age: 35Bust size: 36DDD/EBody type: Full BustWeight: 260lbs",14,"5' 9""",35,Bust size: ,36DDD/E,Body type: ,FULL BUST,260LBS,(5 out of 5 stars),"SEPTEMBER 6, 2020",Absolutely loved this dress. The colors pop! The length is great (I'm 5'10 so shorter ladies beware) and the fit up top is perfect. This can be dressed up or down. ,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Great!,,Katie,TOP CONTRIBUTOR,Size worn: LR,Overall fit: True to Size,Rented for: Vacation,10,"5' 6""",37,Weight: ,170LBS,,,,(4 out of 5 stars),"FEBRUARY 16, 2022","Very cute dress! easy to wear sleeves off the shoulder or on. Comfortable, light fabric. I wore this on vacation in Aruba and paired with a cardigan for Valentine's date night back home. ",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
A nice long dress for vacation ,,Sydney,TOP CONTRIBUTOR,Size worn: NONE,Overall fit: True to Size,"Usually wears: 0Height: 5' 5""Age: 27Bust size: 34ABody type: AthleticWeight: 135lbs",0,"5' 5""",27,Bust size: ,34A,Body type: ,ATHLETIC,135LBS,(2 out of 5 stars),"JANUARY 1, 2022","This piece enabled me to come to the conclusion that I don't like long dresses on me. A perfect dress for vacation and a super soft material but just not my style. I'm 5'5"" and the length would have been perfect if I wore. ",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Flattering dress!,,Stella,TOP CONTRIBUTOR,Size worn: XSR,Overall fit: True to Size,Rented for: Everyday,2,"5' 4""",35,Bust size: ,32C,Body type: ,PEAR,117LBS,(5 out of 5 stars),"DECEMBER 9, 2021","Loved this dress, wore it post partum and looked great on. Fit floor length on me.",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Not for me,,Renee,TOP CONTRIBUTOR,Size worn: None,Overall fit: True to Size,Rented for: Vacation,2,"5' 2""",60,Bust size: ,32C,Body type: ,HOURGLASS,108LBS,(4 out of 5 stars),"OCTOBER 27, 2021",The dress fit well but was just too long even with wedges. ,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Flattering casual dress,,Ellen,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,"Usually wears: 6Height: 5' 10""Age: 39Bust size: 32ABody type: Straight & narrowWeight: 145lbs",6,"5' 10""",39,Bust size: ,32A,Body type: ,STRAIGHT & NARROW,145LBS,(3 out of 5 stars),"OCTOBER 8, 2021",,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Na,,Orit,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Everyday,4,"5' 10""",43,Bust size: ,32DDD/E,Body type: ,HOURGLASS,145LBS,(5 out of 5 stars),"OCTOBER 8, 2021","Great fit, beautiful color, silly fabric. Loved this and wore it often",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
 ,,Rebecca,,Size worn: XLR,Overall fit: Large,Rented for: Wedding,12,"5' 0""",30,Bust size: ,36DDD/E,Body type: ,ATHLETIC,200LBS,(4 out of 5 stars),"OCTOBER 5, 2021",Was a little big. I could have worn the L but made it work. It was also very long. I'm 5' and had 4 inch heels on and it was still dragging on the ground a little. ,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Fitted and flowy,,Maris,,Size worn: LR,Overall fit: True to Size,Rented for: Party,10,"5' 6""",28,Body type: ,HOURGLASS,,,,(5 out of 5 stars),"SEPTEMBER 20, 2021",Wore this to a rehearsal dinner and to a 2 year olds birthday party. It fits so nicely and the fabric is super light weight and hangs beautifully ,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Fabric too thin/unflattering,,Kate,TOP CONTRIBUTOR,Size worn: XLR,Overall fit: True to Size,Rented for: Everyday,14,"5' 5""",38,Bust size: ,36F,Body type: ,APPLE,190LBS,(2 out of 5 stars),"SEPTEMBER 17, 2021","I was so excited for this dress (LOVE an off-shoulder smocked bodice situation), but the fabric was just way too thin. The fit wasn't flattering, it didn't give any shape at all, and it was borderline see-through (couldn't wear black underwear with it). Disappointing. Sent it back! ",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
"so cute and comfy! a little long for me (5' 4"") but was fine with tall wedges",,RTR Customer,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Party,4,32,,,,,,,(5 out of 5 stars),"SEPTEMBER 13, 2021",,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Comfortable dress that's a fun pop of bright color!,,Irene ,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Everyday,4,"5' 7""",27,Bust size: ,34DD,Body type: ,FULL BUST,120LBS,(5 out of 5 stars),"SEPTEMBER 9, 2021",,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
"beautiful, bright dress",,Rebecca,TOP CONTRIBUTOR,Size worn: XSR,Overall fit: True to Size,Rented for: Vacation,4,"5' 3""",47,Bust size: ,34C,Body type: ,ATHLETIC,125LBS,(5 out of 5 stars),"AUGUST 1, 2021","Perfect fit, its pretty long but if you wear a wedge it works nicely.  
Great colors!",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
"Very comfortable, I dressed it up with evening wedges!",,Rhonda,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Party,6,"5' 8""",57,Bust size: ,34A,Body type: ,STRAIGHT & NARROW,130LBS,(5 out of 5 stars),"AUGUST 1, 2021",True to size.,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Love this dress,,Caroline,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Party,6,"5' 7""",30,Bust size: ,34D,Body type: ,ATHLETIC,150LBS,(5 out of 5 stars),"JULY 26, 2021","This is such a comfortable light weight dress, perfect for an outdoor summer party! The stretchy top was very comfortable and super flattering. I loved this dress and will definitely rent again if I don't buy it first. ",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Loved the dress ,,Kathryn,TOP CONTRIBUTOR,Size worn: XSR,Overall fit: True to Size,Rented for: Wedding,0,"5' 2""",34,Bust size: ,32B,Body type: ,PETITE,110LBS,(5 out of 5 stars),"JULY 25, 2021",Loved this dress!! It was very flattering and fit perfect! I received lots of compliments! I would definitely rent again! ,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
"Stunning, dress up or down!",,Annie,TOP CONTRIBUTOR,Size worn: LR,Overall fit: True to Size,"Usually wears: 4Height: 5' 4""Age: 35Bust size: 34FBody type: HourglassWeight: 138lbs",4,"5' 4""",35,Bust size: ,34F,Body type: ,HOURGLASS,138LBS,(5 out of 5 stars),"JULY 21, 2021","Gorgeous dress, good quality and the color is as vibrant as in the photo. Sleeves can be worn up or down, but are probably better down. Might be too long for short women.",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Felt very elegant in this dress!,,Allyson,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Party,6,"5' 7""",59,Bust size: ,34B,Body type: ,ATHLETIC,126LBS,(4 out of 5 stars),"JULY 12, 2021",The fabric is light and breezy but not see through.,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
See through,,Katie,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Everyday,8,"5' 4""",45,Bust size: ,34A,Body type: ,PEAR,150LBS,(2 out of 5 stars),"JULY 6, 2021","I like that you can pull the sleeves up on shoulders or down, but the dress was too sheer for me to wear without something underneath.",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
This was the perfect dress for a really hot day! ,,Samantha,TOP CONTRIBUTOR,Size worn: SR,Overall fit: True to Size,Rented for: Party,6,"5' 5""",37,Bust size: ,34A,Body type: ,HOURGLASS,120LBS,(5 out of 5 stars),"JUNE 26, 2021","Fit was good, great for daytime party. Can be worn with sleeves up or off shoulder.",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
So many compliments! ,,Ranen,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Everyday,8,"5' 5""",30,Bust size: ,36C,Body type: ,ATHLETIC,,(5 out of 5 stars),"JUNE 15, 2021",I loved wearing this dress on a weekend trip. It has beautiful colors and was light enough for hot summer days. I also received many compliments on it! This would be perfect for vacation. ,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
"Love! 5'4"" below - might need small heel",,Erin,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Everyday,10,"5' 4""",29,Bust size: ,34D,Body type: ,HOURGLASS,160LBS,(5 out of 5 stars),"JUNE 14, 2021","Loved this dress and got so many compliments! Only downside is that if your legs aren't freshly shaved, I felt like the fabric kinda got caught on the stubble? Haha. I say this for anyone else who grabs a maxi on a summer day when you didn't have time to shave! But it was so cute. Wore once with a small heel and once with flats and definitely was pushing it length wise with the flat sandals",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
not flattering,,Nancy,TOP CONTRIBUTOR,Size worn: MR,Overall fit: True to Size,Rented for: Everyday,6,"5' 6""",63,,,,,,(1 out of 5 stars),"JUNE 11, 2021",not flattering,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
Gorgeous and fits perfectly ,,Ashley,,Size worn: XLR,Overall fit: True to Size,Rented for: Party,12,"5' 5""",32,Bust size: ,36B,Body type: ,PEAR,,(5 out of 5 stars),"JUNE 1, 2021",,Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
"I ordered the X-Large. The size was fine, but the dress did not suit me.",,Violetta,TOP CONTRIBUTOR,Size worn: None,Overall fit: True to Size,Rented for: Party,14,"5' 6""",38,Bust size: ,36G,Body type: ,FULL BUST,182LBS,(4 out of 5 stars),"SEPTEMBER 15, 2020","Perhaps a different print would have been more becoming (for me!). I loved the long, flowing skirt and the cut of the sleeves. The waist line was a bit high and made my already generous bust bigger. ",Josie,Pink Multi Floral Maxi,$198 original retail,$30,"Pink printed crepe (98% Polyester, 12% Spandex). Maxi. Short sleeves. Square neckline. Fully lined. 51"" from shoulder to hemline. Imported."
